problem_num,A_offer,B_offer,model,result,task
M192,A haven for steady earners looking to avoid the low tides while riding the waves to success,"The option is a paradox, often leaning toward loss yet holding the golden ticket for the ultimate win",gemini,"(50, 20, 0.6)",prob_and_value_for_winning
M192,A haven for steady earners looking to avoid the low tides while riding the waves to success,"The option is a paradox, often leaning toward loss yet holding the golden ticket for the ultimate win",llama,,prob_and_value_for_winning
M195,"Contrast this opportunity with its counterpart, which although potentially more rewarding, also entails a steeper potential drop","A high-roller's dream, this bet swings for the fences, offering the pinnacle of payoff with increased uncertainty",gemini,"(5, 8, 0.3)",prob_and_value_for_winning
M195,"Contrast this opportunity with its counterpart, which although potentially more rewarding, also entails a steeper potential drop","A high-roller's dream, this bet swings for the fences, offering the pinnacle of payoff with increased uncertainty",llama,,prob_and_value_for_winning
M196,This option keeps things even,"Traverse a landscape of prospects, where the norm is a favorable rise with infrequent, yet substantial dips",gemini,"(0, 50, 0.3)",prob_and_value_for_winning
M196,This option keeps things even,"Traverse a landscape of prospects, where the norm is a favorable rise with infrequent, yet substantial dips",llama,,prob_and_value_for_winning
M197,This option involves accepting a guaranteed and modest disadvantage,Pulling ahead in terms of possible gains,gemini,,prob_and_value_for_winning
M197,This option involves accepting a guaranteed and modest disadvantage,Pulling ahead in terms of possible gains,llama,,prob_and_value_for_winning
M198,"This opportunity presents a more consistent, yet modest positive result, with the chance of a small setback","Here's a option that puts you on the edge, capable of great rewards offset by equally great risks",gemini,"(14, 0, 0.7)",prob_and_value_for_winning
M198,"This opportunity presents a more consistent, yet modest positive result, with the chance of a small setback","Here's a option that puts you on the edge, capable of great rewards offset by equally great risks",llama,,prob_and_value_for_winning
M199,Positive payouts every round make this option a beacon of hope over its counterpart,"Take the path that most often leads to a more sizeable benefit, accepting minor uncertainty",gemini,"(40, 60, 0.3)",prob_and_value_for_winning
M199,Positive payouts every round make this option a beacon of hope over its counterpart,"Take the path that most often leads to a more sizeable benefit, accepting minor uncertainty",llama,,prob_and_value_for_winning
M2,"Break even with confidence, knowing you're getting a more predictable play than the other option","You have a chance to gain, but also a risk of incurring a loss",gemini,"(0, -10, 0.9)",prob_and_value_for_winning
M2,"Break even with confidence, knowing you're getting a more predictable play than the other option","You have a chance to gain, but also a risk of incurring a loss",llama,,prob_and_value_for_winning
M20,"A sure bet for rise, this option stands tall with higher wins and lower risk","High rewards are in reach, albeit punctuated by a notable risk of setbacks",gemini,"(80, 40, 0.9)",prob_and_value_for_winning
M20,"A sure bet for rise, this option stands tall with higher wins and lower risk","High rewards are in reach, albeit punctuated by a notable risk of setbacks",llama,,prob_and_value_for_winning
M200,"By choosing this option, you embrace certainty and forgo any chance at a larger windfall","Roll the dice for a chance to enjoy a higher reward, which can be several times better than the certain outcome",gemini,"(50, 70, 0.3)",prob_and_value_for_winning
M200,"By choosing this option, you embrace certainty and forgo any chance at a larger windfall","Roll the dice for a chance to enjoy a higher reward, which can be several times better than the certain outcome",llama,,prob_and_value_for_winning
M201,"Here you have an opportunity to possibly receive a small benefit, with no risk involved but the chance of this happening is akin to flipping a coin multiple times and hoping for a specific outcome","This option stands out as it combines a majority likelihood of a noteworthy boost with a fallback that still improves your situation, eclipsing its counterpart",gemini,"(2, 43, 0.0)",prob_and_value_for_winning
M201,"Here you have an opportunity to possibly receive a small benefit, with no risk involved but the chance of this happening is akin to flipping a coin multiple times and hoping for a specific outcome","This option stands out as it combines a majority likelihood of a noteworthy boost with a fallback that still improves your situation, eclipsing its counterpart",llama,,prob_and_value_for_winning
M202,"A safe choice that offers a steady increment, unlike its counterpart that carries a significant risk","The gap is often small, but this pick tends to be the second-best more often than not",gemini,"(70, 40, 0.85)",prob_and_value_for_winning
M202,"A safe choice that offers a steady increment, unlike its counterpart that carries a significant risk","The gap is often small, but this pick tends to be the second-best more often than not",llama,,prob_and_value_for_winning
M203,"This option swings more towards a hefty payoff, with a rare hiccup on the way","Always ending in red, it stands out as the less fortunate choice, with higher ups-and-downs",gemini,"(43, -45, 0.95)",prob_and_value_for_winning
M203,"This option swings more towards a hefty payoff, with a rare hiccup on the way","Always ending in red, it stands out as the less fortunate choice, with higher ups-and-downs",llama,,prob_and_value_for_winning
M204,"Participants choosing this option can expect to gain a little each time, with occasional opportunities for a slightly better outcome","Partake in this daring wager, a tempest of financial extremes with prosperity and peril in the cards",gemini,"(30, 20, 0.65)",prob_and_value_for_winning
